inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,has_electricity_raw,has_electricity_clean,has_electricity_is_unknown_flag,has_drinking_water_raw,has_drinking_water_clean,has_drinking_water_is_unknown_flag,has_functional_toilet_raw,has_functional_toilet_clean,has_functional_toilet_is_unknown_flag,has_boundary_wall_raw,has_boundary_wall_clean,has_boundary_wall_is_unknown_flag,has_playground_raw,has_playground_clean,has_playground_is_unknown_flag,amenities_functional_count,amenities_deficit_count,infrastructure_score,infrastructure_deficit_pct
INSP02848,2025-04-18,SCH0146,True,False,False,False,True,Lajita Mohanty,Average,SCH0146,SCH0146,False,04-18-2025,2025-04-18,DASH_MM_DD_YYYY,False,False,Yes,True,False,FALSE,False,False,Not Available,False,False,Not Available,False,False,TRUE,True,False,2.0,3.0,40.0,60.0
INSP02314,2025-04-22,SCH0159,False,True,True,True,True,Lila Sundaram,Average,SCH0159,SCH0159,False,22-04-2025,2025-04-22,DASH_DD_MM_YYYY,False,False,N,False,False,TRUE,True,False,Hai,True,False,TRUE,True,False,Working,True,False,4.0,1.0,80.0,20.0
INSP00743,2025-04-24,SCH0420,True,True,True,False,True,Tanay Borde,Needs repair,SCH-0420,SCH0420,True,24-04-2025,2025-04-24,DASH_DD_MM_YYYY,False,False,H,True,False,Available,True,False,Available,True,False,No,False,False,H,True,False,4.0,1.0,80.0,20.0
INSP02578,2025-11-21,SCH0514,True,True,True,True,True,Manan Kapur,Toilets locked,SCH0514,SCH0514,False,21-11-2025,2025-11-21,DASH_DD_MM_YYYY,False,False,Y,True,False,Hai,True,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP02611,2025-05-19,SCH0097,True,True,False,False,True,,Average,S0097,SCH0097,True,05-19-2025,2025-05-19,DASH_MM_DD_YYYY,False,False,Working,True,False,Working,True,False,FALSE,False,False,na,False,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP01764,2026-01-31,SCH0019,True,True,True,,True,,Good condition,sch_0019,SCH0019,True,31-01-2026,2026-01-31,DASH_DD_MM_YYYY,False,False,Yes,True,False,TRUE,True,False,haan,True,False,,,True,Yes,True,False,4.0,0.0,80.0,0.0
INSP02273,2025-05-25,SCH0483,True,,True,True,False,Wishi Sachdeva,No remarks,SCH0483,SCH0483,False,25.05.2025,2025-05-25,DOT_DD_MM_YYYY,False,False,TRUE,True,False,,,True,Available,True,False,TRUE,True,False,FALSE,False,False,3.0,1.0,60.0,20.0
INSP02085,2025-09-12,SCH0286,,True,True,True,True,Ekta Gala,Good condition,SCH0286,SCH0286,False,12-Sep-25,2025-09-12,TEXT_MONTH,False,False,,,True,TRUE,True,False,TRUE,True,False,Functional,True,False,TRUE,True,False,4.0,0.0,80.0,0.0
INSP01781,2025-09-19,SCH0492,True,True,True,True,False,Divya Chaudhuri,Needs repair,SCH0492,SCH0492,False,19-09-2025,2025-09-19,DASH_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,Available,True,False,TRUE,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP02419,2026-01-08,SCH0221,True,True,True,True,False,Kamala Sampath,No remarks,sch_0221,SCH0221,True,01-08-2026,2026-01-08,DASH_MM_DD_AMBIGUOUS,True,False,Yes,True,False,TRUE,True,False,TRUE,True,False,Yes,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP01128,2026-03-18,SCH0022,True,True,True,False,True,Neel Singhal,Toilets locked,SCH0022,SCH0022,False,18-Mar-26,2026-03-18,TEXT_MONTH,False,False,TRUE,True,False,Y,True,False,Haan,True,False,Nahi,False,False,1,True,False,4.0,1.0,80.0,20.0
INSP00248,2026-03-24,SCH0286,True,True,True,True,False,Wyatt Parmar,Toilets locked,SCH-0286,SCH0286,True,24-Mar-26,2026-03-24,TEXT_MONTH,False,False,Working,True,False,TRUE,True,False,Working,True,False,Available,True,False,Kharab,False,False,4.0,1.0,80.0,20.0
INSP00872,2025-12-06,SCH0577,True,True,True,True,True,Chavvi Upadhyay,Average,SCH0577,SCH0577,False,12-06-2025,2025-12-06,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,Working,True,False,1,True,False,TRUE,True,False,Working,True,False,5.0,0.0,100.0,0.0
INSP01026,2026-03-02,SCH0592,,True,True,True,False,Veer Biswas,Toilets locked,sch_0592,SCH0592,True,02-Mar-26,2026-03-02,TEXT_MONTH,False,False,,,True,Y,True,False,haan,True,False,TRUE,True,False,FALSE,False,False,3.0,1.0,60.0,20.0
INSP02955,2025-12-21,SCH0306,False,True,True,False,True,Faris Dave,No remarks,sch_0306,SCH0306,True,21-Dec-25,2025-12-21,TEXT_MONTH,False,False,FALSE,False,False,TRUE,True,False,Yes,True,False,FALSE,False,False,H,True,False,3.0,2.0,60.0,40.0
INSP02860,2025-05-21,SCH0335,True,True,True,True,True,Jeevika Rama,Toilets locked,SCH0335,SCH0335,False,21-05-2025,2025-05-21,DASH_DD_MM_YYYY,False,False,TRUE,True,False,Haan,True,False,Yes,True,False,Yes,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP00627,2026-02-14,SCH0256,False,True,True,,False,,Average,256,SCH0256,True,14-02-2026,2026-02-14,DASH_DD_MM_YYYY,False,False,FALSE,False,False,Yes,True,False,TRUE,True,False,,,True,No,False,False,2.0,2.0,40.0,40.0
INSP00348,2026-01-18,SCH0025,True,True,True,True,False,,,SCH0025,SCH0025,False,18-Jan-26,2026-01-18,TEXT_MONTH,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,No,False,False,4.0,1.0,80.0,20.0
INSP00279,2025-04-26,SCH0174,True,True,True,,True,Hemal Lalla,Good condition,sch_0174,SCH0174,True,26-04-2025,2025-04-26,DASH_DD_MM_YYYY,False,False,1,True,False,Haan,True,False,TRUE,True,False,,,True,Yes,True,False,4.0,0.0,80.0,0.0
INSP01989,2025-08-29,SCH0436,True,True,,True,True,Damyanti Kashyap,Good condition,SCH0436,SCH0436,False,29-08-2025,2025-08-29,DASH_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,,,True,TRUE,True,False,Working,True,False,4.0,0.0,80.0,0.0
INSP02404,2026-06-03,SCH0011,True,True,True,True,False,Warjas Deol,No remarks,11,SCH0011,True,06-03-2026,2026-06-03,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,1,True,False,Hai,True,False,TRUE,True,False,N,False,False,4.0,1.0,80.0,20.0
INSP00656,2025-05-03,SCH0143,True,True,False,False,False,Ati Sandhu,,SCH-0143,SCH0143,True,03-May-25,2025-05-03,TEXT_MONTH,False,False,Hai,True,False,TRUE,True,False,FALSE,False,False,FALSE,False,False,No,False,False,2.0,3.0,40.0,60.0
INSP01357,2025-11-11,SCH0106,True,True,False,True,False,Lajita Saha,Toilets locked,SCH0106,SCH0106,False,11-11-2025,2025-11-11,DASH_MM_DD_AMBIGUOUS,True,False,1,True,False,TRUE,True,False,No,False,False,Y,True,False,Under Repair,False,False,3.0,2.0,60.0,40.0
INSP01033,2025-08-16,SCH0150,False,True,True,True,True,Kiaan Raval,No remarks,SCH0150,SCH0150,False,16-08-2025,2025-08-16,DASH_DD_MM_YYYY,False,False,Under Repair,False,False,TRUE,True,False,Haan,True,False,1,True,False,Functional,True,False,4.0,1.0,80.0,20.0
INSP00908,2025-11-25,SCH0572,True,True,True,False,True,Ojasvi Thaman,No remarks,S0572,SCH0572,True,25-11-2025,2025-11-25,DASH_DD_MM_YYYY,False,False,Functional,True,False,Haan,True,False,TRUE,True,False,FALSE,False,False,Y,True,False,4.0,1.0,80.0,20.0
INSP02761,2025-04-08,SCH0334,,True,True,True,False,Champak Upadhyay,Good condition,SCH0334,SCH0334,False,08-Apr-25,2025-04-08,TEXT_MONTH,False,False,,,True,TRUE,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,3.0,1.0,60.0,20.0
INSP02721,2025-10-11,SCH0164,True,True,True,True,False,Harita Saran,Good condition,sch_0164,SCH0164,True,10-11-2025,2025-10-11,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,haan,True,False,TRUE,True,False,1,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP01136,2025-07-14,SCH0461,True,False,True,False,,Hitesh Dixit,No remarks,SCH0461,SCH0461,False,14-07-2025,2025-07-14,DASH_DD_MM_YYYY,False,False,TRUE,True,False,0,False,False,TRUE,True,False,Nahi,False,False,,,True,2.0,2.0,40.0,40.0
INSP00912,2025-10-07,SCH0493,True,False,True,True,False,Yashawini Lalla,Needs repair,SCH0493,SCH0493,False,10-07-2025,2025-10-07,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,N,False,False,TRUE,True,False,H,True,False,No,False,False,3.0,2.0,60.0,40.0
INSP01908,2025-07-29,SCH0101,True,True,True,False,True,Ekaja Yohannan,Good condition,sch0101,SCH0101,True,29.07.2025,2025-07-29,DOT_DD_MM_YYYY,False,False,1,True,False,Working,True,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP00633,2026-02-24,SCH0376,False,,True,False,False,Leela Deshmukh,,SCH0376,SCH0376,False,24-02-2026,2026-02-24,DASH_DD_MM_YYYY,False,False,FALSE,False,False,,,True,TRUE,True,False,FALSE,False,False,FALSE,False,False,1.0,3.0,20.0,60.0
INSP01103,2025-08-09,SCH0389,False,True,True,False,True,Varsha Shankar,,389,SCH0389,True,08-09-2025,2025-08-09,DASH_MM_DD_AMBIGUOUS,True,False,Broken,False,False,TRUE,True,False,Haan,True,False,0,False,False,H,True,False,3.0,2.0,60.0,40.0
INSP00446,2026-10-03,SCH0059,False,True,True,False,False,Tanish Sunder,Toilets locked,SCH-0059,SCH0059,True,10-03-2026,2026-10-03,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,TRUE,True,False,1,True,False,Not Available,False,False,FALSE,False,False,2.0,3.0,40.0,60.0
INSP00618,2026-03-18,SCH0185,True,True,True,True,True,Adweta Divan,Needs repair,sch_0185,SCH0185,True,18.03.2026,2026-03-18,DOT_DD_MM_YYYY,False,False,TRUE,True,False,Working,True,False,TRUE,True,False,TRUE,True,False,Y,True,False,5.0,0.0,100.0,0.0
INSP01363,2025-05-06,SCH0108,True,True,True,,False,,Needs repair,S0108,SCH0108,True,06-May-25,2025-05-06,TEXT_MONTH,False,False,Working,True,False,H,True,False,TRUE,True,False,,,True,FALSE,False,False,3.0,1.0,60.0,20.0
INSP01196,2025-07-27,SCH0553,False,True,False,False,True,Gaurika Narasimhan,Average,sch0553,SCH0553,True,27-07-2025,2025-07-27,DASH_DD_MM_YYYY,False,False,Not Available,False,False,TRUE,True,False,No,False,False,0,False,False,TRUE,True,False,2.0,3.0,40.0,60.0
INSP01191,2025-09-20,SCH0272,True,True,False,True,True,Vihaan Ramaswamy,Toilets locked,SCH-0272,SCH0272,True,20.09.2025,2025-09-20,DOT_DD_MM_YYYY,False,False,haan,True,False,TRUE,True,False,Broken,False,False,Yes,True,False,Haan,True,False,4.0,1.0,80.0,20.0
INSP02292,2025-10-29,SCH0013,True,True,True,True,False,Niharika Gara,Good condition,SCH0013,SCH0013,False,29.10.2025,2025-10-29,DOT_DD_MM_YYYY,False,False,Working,True,False,Haan,True,False,Y,True,False,TRUE,True,False,na,False,False,4.0,1.0,80.0,20.0
INSP01748,2025-08-30,SCH0488,True,,True,True,True,Abhimanyu Bansal,Good condition,SCH-0488,SCH0488,True,08-30-2025,2025-08-30,DASH_MM_DD_YYYY,False,False,Functional,True,False,,,True,TRUE,True,False,haan,True,False,haan,True,False,4.0,0.0,80.0,0.0
INSP00845,2026-03-16,SCH0131,False,True,True,True,True,,No remarks,SCH-0131,SCH0131,True,16.03.2026,2026-03-16,DOT_DD_MM_YYYY,False,False,No,False,False,TRUE,True,False,TRUE,True,False,haan,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP02685,2025-10-10,SCH0512,,False,False,False,True,Ekanta Nagar,Toilets locked,SCH0512,SCH0512,False,10-10-2025,2025-10-10,DASH_MM_DD_AMBIGUOUS,True,False,,,True,0,False,False,Nahi hai,False,False,Nahi,False,False,Yes,True,False,1.0,3.0,20.0,60.0
INSP00548,2026-03-07,SCH0455,True,,True,True,,Yauvani Nagar,Average,SCH0455,SCH0455,False,07-Mar-26,2026-03-07,TEXT_MONTH,False,False,TRUE,True,False,,,True,TRUE,True,False,TRUE,True,False,,,True,3.0,0.0,60.0,0.0
INSP01979,2026-02-28,SCH0041,True,True,True,False,False,,Needs repair,SCH0041,SCH0041,False,28-Feb-26,2026-02-28,TEXT_MONTH,False,False,Working,True,False,Working,True,False,Working,True,False,FALSE,False,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP02179,2025-08-07,SCH0213,True,True,False,True,False,Wriddhish Grewal,,213,SCH0213,True,07.08.2025,2025-08-07,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,TRUE,True,False,Broken,False,False,haan,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP01058,2026-03-06,SCH0262,False,True,True,False,True,Gayathri Baria,No remarks,sch_0262,SCH0262,True,06-Mar-26,2026-03-06,TEXT_MONTH,False,False,FALSE,False,False,TRUE,True,False,Hai,True,False,Not Available,False,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP00264,2025-12-15,SCH0139,True,True,True,True,True,Veer Gera,Toilets locked,SCH0139,SCH0139,False,15-12-2025,2025-12-15,DASH_DD_MM_YYYY,False,False,H,True,False,Yes,True,False,TRUE,True,False,Working,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP02996,2025-04-05,SCH0492,True,True,True,False,True,Naveen Swamy,No remarks,SCH0492,SCH0492,False,05-Apr-25,2025-04-05,TEXT_MONTH,False,False,TRUE,True,False,Haan,True,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP02477,2026-03-18,SCH0280,True,,True,True,,,No remarks,SCH0280,SCH0280,False,18-03-2026,2026-03-18,DASH_DD_MM_YYYY,False,False,1,True,False,,,True,TRUE,True,False,haan,True,False,,,True,3.0,0.0,60.0,0.0
INSP02024,2025-06-15,SCH0583,True,True,True,False,False,Hamsini Majumdar,Needs repair,SCH-0583,SCH0583,True,15-06-2025,2025-06-15,DASH_DD_MM_YYYY,False,False,TRUE,True,False,Yes,True,False,Y,True,False,FALSE,False,False,na,False,False,3.0,2.0,60.0,40.0
INSP00354,2025-08-21,SCH0301,True,True,True,False,True,Veer Chana,Average,sch0301,SCH0301,True,21-08-2025,2025-08-21,DASH_DD_MM_YYYY,False,False,TRUE,True,False,1,True,False,TRUE,True,False,Nahi,False,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP00803,2026-03-22,SCH0180,True,False,False,True,False,Qushi Zachariah,Average,180,SCH0180,True,22-03-2026,2026-03-22,DASH_DD_MM_YYYY,False,False,TRUE,True,False,Broken,False,False,Under Repair,False,False,TRUE,True,False,N,False,False,2.0,3.0,40.0,60.0
INSP00209,2025-04-24,SCH0294,True,True,False,True,False,Naksh Andra,Good condition,sch_0294,SCH0294,True,24-04-2025,2025-04-24,DASH_DD_MM_YYYY,False,False,Y,True,False,TRUE,True,False,Nahi hai,False,False,TRUE,True,False,0,False,False,3.0,2.0,60.0,40.0
INSP00614,2026-03-23,SCH0027,True,True,True,False,,Jasmit Rama,Good condition,SCH-0027,SCH0027,True,23.03.2026,2026-03-23,DOT_DD_MM_YYYY,False,False,H,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,,,True,3.0,1.0,60.0,20.0
INSP01048,2025-03-07,SCH0133,True,False,True,True,False,Ethan Sarkar,Toilets locked,SCH0133,SCH0133,False,03-07-2025,2025-03-07,DASH_MM_DD_AMBIGUOUS,True,False,Working,True,False,FALSE,False,False,TRUE,True,False,Yes,True,False,No,False,False,3.0,2.0,60.0,40.0
INSP02158,2026-02-21,SCH0593,True,True,False,False,True,Faras Grewal,Average,SCH0593,SCH0593,False,21-02-2026,2026-02-21,DASH_DD_MM_YYYY,False,False,haan,True,False,TRUE,True,False,FALSE,False,False,FALSE,False,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP01676,2025-12-11,SCH0381,True,False,False,True,True,Yashawini Sem,,S0381,SCH0381,True,11.12.2025,2025-12-11,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,N,False,False,FALSE,False,False,Haan,True,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP01272,2025-07-17,SCH0020,True,True,True,False,False,Maanas Chaudhry,Good condition,SCH0020,SCH0020,False,17-07-2025,2025-07-17,DASH_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,Under Repair,False,False,3.0,2.0,60.0,40.0
INSP01271,2025-12-29,SCH0557,True,True,False,True,False,Onkar Behl,Toilets locked,SCH0557,SCH0557,False,12-29-2025,2025-12-29,DASH_MM_DD_YYYY,False,False,TRUE,True,False,TRUE,True,False,N,False,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP01954,2025-05-01,SCH0029,True,False,True,True,True,Osha Loyal,Toilets locked,SCH0029,SCH0029,False,01.05.2025,2025-05-01,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,N,False,False,Working,True,False,TRUE,True,False,1,True,False,4.0,1.0,80.0,20.0
INSP02693,2025-01-06,SCH0526,False,False,True,True,False,Warinder Vora,Average,SCH-0526,SCH0526,True,01-06-2025,2025-01-06,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,Nahi,False,False,2.0,3.0,40.0,60.0
INSP00058,2026-03-14,SCH0064,True,True,True,True,False,,Needs repair,SCH0064,SCH0064,False,14-03-2026,2026-03-14,DASH_DD_MM_YYYY,False,False,H,True,False,Y,True,False,TRUE,True,False,1,True,False,Nahi,False,False,4.0,1.0,80.0,20.0
INSP02348,2026-09-01,SCH0424,False,True,,True,False,Isaac Natarajan,Needs repair,sch_0424,SCH0424,True,09-01-2026,2026-09-01,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,Working,True,False,,,True,haan,True,False,0,False,False,2.0,2.0,40.0,40.0
INSP00812,2026-03-07,SCH0548,False,True,True,False,False,Varsha Pingle,Good condition,SCH0548,SCH0548,False,07-Mar-26,2026-03-07,TEXT_MONTH,False,False,0,False,False,TRUE,True,False,H,True,False,FALSE,False,False,Nahi hai,False,False,2.0,3.0,40.0,60.0
INSP01552,2025-07-25,SCH0089,True,False,True,False,True,Amaira Gandhi,No remarks,SCH-0089,SCH0089,True,25-07-2025,2025-07-25,DASH_DD_MM_YYYY,False,False,Y,True,False,FALSE,False,False,TRUE,True,False,N,False,False,Available,True,False,3.0,2.0,60.0,40.0
INSP02737,2025-03-04,SCH0348,True,True,True,True,True,Hardik Borde,Average,SCH0348,SCH0348,False,03-04-2025,2025-03-04,DASH_MM_DD_AMBIGUOUS,True,False,Functional,True,False,H,True,False,TRUE,True,False,TRUE,True,False,Working,True,False,5.0,0.0,100.0,0.0
INSP00562,2025-03-05,SCH0072,True,True,True,True,True,Lakshmi Ganesh,No remarks,S0072,SCH0072,True,03-05-2025,2025-03-05,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,Functional,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP02310,2025-06-05,SCH0452,True,True,True,False,True,Indali Bhatt,No remarks,SCH0452,SCH0452,False,05.06.2025,2025-06-05,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,H,True,False,TRUE,True,False,FALSE,False,False,Working,True,False,4.0,1.0,80.0,20.0
INSP00230,2025-12-07,SCH0124,False,True,True,False,True,Mason Hari,,SCH0124,SCH0124,False,12-07-2025,2025-12-07,DASH_MM_DD_AMBIGUOUS,True,False,Not Available,False,False,TRUE,True,False,TRUE,True,False,na,False,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP02640,2025-08-20,SCH0169,True,True,True,True,False,Gaurav Bobal,Toilets locked,SCH0169,SCH0169,False,20.08.2025,2025-08-20,DOT_DD_MM_YYYY,False,False,Haan,True,False,Y,True,False,Yes,True,False,haan,True,False,No,False,False,4.0,1.0,80.0,20.0
INSP02033,2025-09-06,SCH0099,True,True,True,True,True,Ryan Trivedi,,SCH0099,SCH0099,False,09-06-2025,2025-09-06,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,TRUE,True,False,Working,True,False,TRUE,True,False,H,True,False,5.0,0.0,100.0,0.0
INSP02933,2025-09-24,SCH0177,True,True,,False,True,Anusha Parekh,Good condition,sch0177,SCH0177,True,24-09-2025,2025-09-24,DASH_DD_MM_YYYY,False,False,Y,True,False,haan,True,False,,,True,FALSE,False,False,Hai,True,False,3.0,1.0,60.0,20.0
INSP00539,2025-06-15,SCH0302,,True,True,True,True,Vamakshi Shroff,Needs repair,SCH0302,SCH0302,False,06-15-2025,2025-06-15,DASH_MM_DD_YYYY,False,False,,,True,TRUE,True,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,4.0,0.0,80.0,0.0
INSP01736,2026-02-17,SCH0259,True,False,False,True,,Janaki Upadhyay,Average,SCH-0259,SCH0259,True,17-02-2026,2026-02-17,DASH_DD_MM_YYYY,False,False,TRUE,True,False,FALSE,False,False,N,False,False,Available,True,False,,,True,2.0,2.0,40.0,40.0
INSP02576,2026-03-17,SCH0249,True,True,True,False,True,Sarthak Warrior,Good condition,S0249,SCH0249,True,17-03-2026,2026-03-17,DASH_DD_MM_YYYY,False,False,Yes,True,False,TRUE,True,False,haan,True,False,N,False,False,Haan,True,False,4.0,1.0,80.0,20.0
INSP02229,2026-03-14,SCH0307,True,True,True,False,True,Eiravati Baral,Needs repair,SCH0307,SCH0307,False,14-03-2026,2026-03-14,DASH_DD_MM_YYYY,False,False,H,True,False,Functional,True,False,haan,True,False,N,False,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP02870,2025-12-04,SCH0402,True,True,True,True,False,Anmol Chawla,Average,SCH-0402,SCH0402,True,12-04-2025,2025-12-04,DASH_MM_DD_AMBIGUOUS,True,False,Yes,True,False,TRUE,True,False,Functional,True,False,TRUE,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP00561,2026-01-16,SCH0113,True,True,True,True,True,Mitali Setty,,SCH0113,SCH0113,False,01-16-2026,2026-01-16,DASH_MM_DD_YYYY,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,Y,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP00708,2026-01-01,SCH0121,True,True,False,True,False,Aayush Krish,No remarks,S0121,SCH0121,True,01-01-2026,2026-01-01,DASH_MM_DD_AMBIGUOUS,True,False,Y,True,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,Kharab,False,False,3.0,2.0,60.0,40.0
INSP01235,2025-12-06,SCH0486,True,False,False,False,True,Ishanvi Gera,Needs repair,SCH0486,SCH0486,False,12-06-2025,2025-12-06,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,FALSE,False,False,Nahi hai,False,False,N,False,False,TRUE,True,False,2.0,3.0,40.0,60.0
INSP00425,2025-05-06,SCH0068,True,False,True,False,True,Aahana Ravi,Average,S0068,SCH0068,True,06-May-25,2025-05-06,TEXT_MONTH,False,False,Yes,True,False,na,False,False,haan,True,False,FALSE,False,False,Yes,True,False,3.0,2.0,60.0,40.0
INSP00648,2025-10-04,SCH0425,False,False,True,True,True,Lajita Radhakrishnan,Average,SCH-0425,SCH0425,True,10-04-2025,2025-10-04,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,Nahi,False,False,haan,True,False,1,True,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP01883,2025-10-08,SCH0185,True,True,True,False,True,Shivansh Bir,Good condition,SCH0185,SCH0185,False,10-08-2025,2025-10-08,DASH_MM_DD_AMBIGUOUS,True,False,Haan,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,Available,True,False,4.0,1.0,80.0,20.0
INSP01324,2025-07-17,SCH0553,True,True,False,True,True,,Good condition,553,SCH0553,True,17-Jul-25,2025-07-17,TEXT_MONTH,False,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,Haan,True,False,haan,True,False,4.0,1.0,80.0,20.0
INSP02596,2025-05-14,SCH0031,True,True,True,False,False,Anay Atwal,,SCH0031,SCH0031,False,14-05-2025,2025-05-14,DASH_DD_MM_YYYY,False,False,Y,True,False,TRUE,True,False,haan,True,False,FALSE,False,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP01160,2025-12-30,SCH0388,,True,False,True,False,Samuel Sankaran,Good condition,SCH0388,SCH0388,False,30-Dec-25,2025-12-30,TEXT_MONTH,False,False,,,True,Functional,True,False,FALSE,False,False,TRUE,True,False,0,False,False,2.0,2.0,40.0,40.0
INSP01006,2025-11-29,SCH0053,False,True,True,False,False,Irya Bawa,Toilets locked,sch0053,SCH0053,True,29-11-2025,2025-11-29,DASH_DD_MM_YYYY,False,False,FALSE,False,False,TRUE,True,False,H,True,False,FALSE,False,False,FALSE,False,False,2.0,3.0,40.0,60.0
INSP00621,2025-08-06,SCH0451,True,True,True,,False,Neel Dugal,No remarks,sch0451,SCH0451,True,06.08.2025,2025-08-06,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,1,True,False,TRUE,True,False,,,True,na,False,False,3.0,1.0,60.0,20.0
INSP00554,2025-08-08,SCH0124,,True,True,True,False,,Average,sch_0124,SCH0124,True,08-08-2025,2025-08-08,DASH_MM_DD_AMBIGUOUS,True,False,,,True,TRUE,True,False,TRUE,True,False,Hai,True,False,na,False,False,3.0,1.0,60.0,20.0
INSP02802,2026-02-01,SCH0505,True,True,True,True,True,Onkar Chadha,No remarks,sch_0505,SCH0505,True,02-01-2026,2026-02-01,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,Working,True,False,1,True,False,TRUE,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP01558,2026-01-11,SCH0220,True,True,True,True,False,,,SCH-0220,SCH0220,True,11.01.2026,2026-01-11,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,1,True,False,H,True,False,Functional,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP00999,2025-07-17,SCH0557,False,True,True,True,True,Amol Brahmbhatt,Needs repair,SCH0557,SCH0557,False,17-Jul-25,2025-07-17,TEXT_MONTH,False,False,FALSE,False,False,Functional,True,False,Y,True,False,TRUE,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP01365,2026-01-16,SCH0239,True,True,True,,True,Dhruv Lad,,SCH0239,SCH0239,False,16-01-2026,2026-01-16,DASH_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,Available,True,False,,,True,TRUE,True,False,4.0,0.0,80.0,0.0
INSP01755,2026-09-02,SCH0039,True,True,False,True,True,Nachiket Varty,No remarks,SCH0039,SCH0039,False,09-02-2026,2026-09-02,DASH_MM_DD_AMBIGUOUS,True,False,Haan,True,False,Yes,True,False,Nahi,False,False,H,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP02886,2025-12-27,SCH0063,False,True,,False,False,Alexander Hayre,Good condition,sch0063,SCH0063,True,12-27-2025,2025-12-27,DASH_MM_DD_YYYY,False,False,FALSE,False,False,TRUE,True,False,,,True,FALSE,False,False,FALSE,False,False,1.0,3.0,20.0,60.0
